#Table: J/A+A/291/943/table1.dat (http://cdsarc.cds.unistra.fr)
#-----------------------------------------------------------------
# n(H)|  Lambda0|   Kappa0|  Lambda1|   Kappa1|  Lambda2|   Kappa2
#-----|---------|---------|---------|---------|---------|---------
1.E+8|3.831E+00|2.318E+03|3.831E+00|2.224E+03|3.831E+00|2.214E+03
1.E+8|3.981E+00|2.195E+03|3.981E+00|2.089E+03|3.981E+00|2.115E+03
1.E+8|4.299E+00|1.957E+03|4.299E+00|2.124E+03|4.299E+00|1.946E+03
1.E+8|4.642E+00|1.748E+03|4.642E+00|2.276E+03|4.642E+00|1.810E+03
1.E+8|5.012E+00|1.566E+03|5.012E+00|1.525E+03|5.012E+00|1.589E+03
1.E+8|5.412E+00|1.408E+03|5.412E+00|1.370E+03|5.412E+00|1.444E+03
1.E+8|5.843E+00|1.298E+03|5.843E+00|2.958E+03|5.843E+00|1.530E+03
1.E+8|6.310E+00|1.236E+03|6.310E+00|2.693E+03|6.310E+00|1.467E+03
1.E+8|6.813E+00|1.178E+03|6.813E+00|2.486E+03|6.813E+00|1.399E+03
1.E+8|7.356E+00|1.122E+03|7.356E+00|1.602E+03|7.356E+00|1.257E+03
1.E+8|7.943E+00|1.085E+03|7.943E+00|1.232E+03|7.943E+00|1.179E+03
1.E+8|8.577E+00|1.159E+03|8.577E+00|1.117E+03|8.577E+00|1.217E+03
1.E+8|8.912E+00|1.487E+03|8.912E+00|1.776E+03|8.912E+00|1.565E+03
1.E+8|9.261E+00|1.855E+03|9.261E+00|1.715E+03|9.261E+00|1.862E+03
1.E+8|9.623E+00|2.320E+03|9.623E+00|2.777E+03|9.623E+00|2.346E+03
1.E+8|9.810E+00|2.532E+03|9.810E+00|5.500E+03|9.810E+00|2.856E+03
1.E+8|1.000E+01|2.739E+03|1.000E+01|3.213E+03|1.000E+01|2.778E+03
1.E+8|1.039E+01|2.720E+03|1.039E+01|3.503E+03|1.039E+01|2.724E+03
1.E+8|1.080E+01|2.490E+03|1.080E+01|5.075E+03|1.080E+01|2.706E+03
1.E+8|1.122E+01|2.296E+03|1.122E+01|6.979E+03|1.122E+01|2.823E+03
1.E+8|1.166E+01|2.051E+03|1.166E+01|8.449E+03|1.166E+01|2.830E+03
1.E+8|1.259E+01|1.332E+03|1.259E+01|9.051E+03|1.259E+01|2.289E+03
1.E+8|1.359E+01|1.059E+03|1.359E+01|8.023E+03|1.359E+01|1.875E+03
1.E+8|1.468E+01|9.575E+02|1.468E+01|6.336E+03|1.468E+01|1.576E+03
1.E+8|1.585E+01|1.062E+03|1.585E+01|5.080E+03|1.585E+01|1.529E+03
1.E+8|1.711E+01|1.365E+03|1.711E+01|4.465E+03|1.711E+01|1.730E+03
1.E+8|1.848E+01|1.524E+03|1.848E+01|4.101E+03|1.848E+01|1.840E+03
1.E+8|1.995E+01|1.359E+03|1.995E+01|3.360E+03|1.995E+01|1.606E+03
1.E+8|2.155E+01|1.156E+03|2.155E+01|2.558E+03|2.155E+01|1.333E+03
1.E+8|2.512E+01|8.707E+02|2.512E+01|1.395E+03|2.512E+01|9.423E+02
1.E+8|2.929E+01|6.683E+02|2.929E+01|6.342E+02|2.929E+01|6.645E+02
1.E+8|3.415E+01|5.170E+02|3.415E+01|8.928E+02|3.415E+01|5.447E+02
1.E+8|3.687E+01|4.538E+02|3.687E+01|1.156E+03|3.687E+01|5.234E+02
1.E+8|3.981E+01|3.965E+02|3.981E+01|1.454E+03|3.981E+01|5.159E+02
1.E+8|4.299E+01|3.454E+02|4.299E+01|1.755E+03|4.299E+01|5.124E+02
1.E+8|4.642E+01|2.980E+02|4.642E+01|1.809E+03|4.642E+01|4.757E+02
1.E+8|5.412E+01|2.188E+02|5.412E+01|1.343E+03|5.412E+01|3.482E+02
1.E+8|6.310E+01|1.756E+02|6.310E+01|9.374E+02|6.310E+01|2.635E+02
1.E+8|7.357E+01|1.408E+02|7.357E+01|6.216E+02|7.357E+01|1.970E+02
1.E+8|8.577E+01|1.137E+02|8.577E+01|3.902E+02|8.577E+01|1.468E+02
1.E+8|1.000E+02|9.384E+01|1.000E+02|1.953E+02|1.000E+02|1.067E+02
1.E+8|1.166E+02|7.861E+01|1.166E+02|1.277E+02|1.166E+02|8.305E+01
1.E+8|1.359E+02|6.572E+01|1.359E+02|8.853E+01|1.359E+02|6.453E+01
1.E+8|1.585E+02|5.609E+01|1.585E+02|6.193E+01|1.585E+02|5.026E+01
1.E+8|1.848E+02|4.741E+01|1.848E+02|4.234E+01|1.848E+02|3.773E+01
1.E+8|2.260E+02|3.891E+01|2.260E+02|2.736E+01|2.260E+02|2.668E+01
1.E+8|3.500E+02|2.583E+01|3.500E+02|1.203E+01|3.500E+02|1.240E+01
1.E+8|5.000E+02|1.977E+01|5.000E+02|5.722E+00|5.000E+02|6.213E+00
1.E+8|7.000E+02|1.255E+01|7.000E+02|2.927E+00|7.000E+02|3.176E+00
1.E+8|1.000E+03|7.845E+00|1.000E+03|1.539E+00|1.000E+03|1.689E+00
1.E+8|1.300E+03|5.863E+00|1.300E+03|9.997E-01|1.300E+03|1.112E+00
